English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Chilled Water Thermal Storage Tank Temperature Node 8,Temperatura del Nodo 8 del Tanque de Almacenamiento Térmico de Agua Helada,Tanque de Almacenamiento Térmico de Agua Enfriada: Temperatura Nodo 8,Nœud de Température du Réservoir de Stockage Thermique à Eau Refroidie 8,Réservoir de Stockage Thermique d'Eau Refroidie : Température Nœud 8,Y,Y
Chilled Water Thermal Storage Tank Temperature Node 9,Temperatura del Nodo 9 del Tanque de Almacenamiento Térmico de Agua Helada,Tanque de Almacenamiento Térmico de Agua Enfriada: Temperatura Nodo 9,Nœud de Température du Réservoir de Stockage Thermique à Eau Glacée 9,Réservoir de Stockage Thermique d'Eau Refroidie: Température Nœud 9,Y,Y
Chilled Water Thermal Storage Tank Use Side Heat Transfer Energy,Energía de Transferencia de Calor del Lado de Uso del Tanque de Almacenamiento Térmico de Agua Helada,Tanque de Almacenamiento Térmico de Agua Enfriada: Energía de Transferencia de Calor del Lado de Uso,Énergie de transfert thermique du côté utilisation du réservoir de stockage thermique d&apos;eau glacée,Réservoir de Stockage Thermique en Eau Glacée: Énergie de Transfert Thermique du Côté Utilisation,Y,Y
Chilled Water Thermal Storage Tank Use Side Heat Transfer Rate,Tasa de Transferencia de Calor del Lado de Uso del Tanque de Almacenamiento Térmico de Agua Helada,Tanque de Almacenamiento Térmico de Agua Fría: Tasa de Transferencia de Calor en el Lado de Uso,Débit de transfert thermique du côté utilisation du réservoir de stockage thermique d&apos;eau glacée,Réservoir de Stockage Thermique d'Eau Refroidie: Débit Thermique du Côté Utilisation,Y,Y
Chilled Water Thermal Storage Tank Use Side Inlet Temperature,Temperatura de Entrada del Lado de Uso del Tanque de Almacenamiento Térmico de Agua Helada,Tanque de Almacenamiento Térmico de Agua Enfriada: Temperatura de Entrada del Lado de Uso,Température d&apos;entrée côté utilisation du réservoir de stockage thermique à eau glacée,Réservoir de Stockage Thermique Eau Glacée : Température Entrée Côté Utilisation,Y,Y
Chilled Water Thermal Storage Tank Use Side Mass Flow Rate,Caudal Másico del Lado de Uso del Tanque de Almacenamiento Térmico de Agua Helada,Tanque de Almacenamiento Térmico de Agua Fría: Flujo Másico del Lado de Uso,Débit massique du côté utilisation du réservoir de stockage thermique à eau glacée,Réservoir de Stockage Thermique d'Eau Glacée : Débit Massique du Côté Utilisation,Y,Y
Chilled Water Thermal Storage Tank Use Side Outlet Temperature,Temperatura de Salida del Lado de Uso del Tanque de Almacenamiento Térmico de Agua Helada,Tanque de Almacenamiento Térmico de Agua Fría: Temperatura de Salida del Lado de Uso,Température de sortie du côté utilisation du réservoir de stockage thermique à eau glacée,Réservoir de Stockage Thermique d'Eau Glacée: Température de Sortie Côté Utilisation,Y,Y
Chiller Basin Heater Electricity Energy,Energía Eléctrica del Calefactor de Depósito de la Enfriadora,Enfriadora: Energía Eléctrica del Calentador de Cuenca,Énergie Électrique du Radiateur du Bassin du Refroidisseur,Refroidisseur : Énergie Électrique du Réchauffeur de Bassin,Y,Y
Chiller Basin Heater Electricity Rate,Tasa de Electricidad del Calefactor de Depósito de la Enfriadora,Enfriador: Potencia Eléctrica del Calentador de Cuenca,Taux d&apos;électricité du radiateur du bac du refroidisseur,Refroidisseur: Puissance Électrique du Chauffage du Bac,Y,Y
Chiller COP,COP de la Enfriadora,Enfriador: COP,Chiller COP,Refroidisseur: COP,Y,Y
Chiller Capacity Temperature Modifier Multiplier,Multiplicador Modificador de Temperatura de Capacidad de la Enfriadora,Enfriadora: Multiplicador Modificador de Capacidad por Temperatura,Multiplicateur du modificateur de température de la capacité du refroidisseur,Refroidisseur : Multiplicateur de Correction de Capacité en Fonction de la Température,Y,Y
Chiller Condenser Fan Electricity Energy,Energía Eléctrica del Ventilador del Condensador de la Enfriadora,Enfriadora: Energía Eléctrica del Ventilador del Condensador,Consommation électrique du ventilateur du condenseur du refroidisseur,Refroidisseur : Énergie électrique du ventilateur du condenseur,Y,Y
Chiller Condenser Fan Electricity Rate,Tasa de Electricidad del Ventilador del Condensador de la Enfriadora,Enfriadora: Tasa de Electricidad del Ventilador del Condensador,Débit d&apos;électricité du ventilateur condenseur du refroidisseur,Refroidisseur : Puissance Électrique de la Ventilation du Condenseur,Y,Y
Chiller Condenser Heat Transfer Energy,Energía de Transferencia de Calor del Condensador de la Enfriadora,Enfriadora: Energía de Transferencia de Calor en el Condensador,Énergie de Transfert de Chaleur du Condenseur du Refroidisseur,Refroidisseur: Énergie de Transfert de Chaleur au Condenseur,Y,Y
Chiller Condenser Heat Transfer Rate,Tasa de Transferencia de Calor del Condensador de la Enfriadora,Enfriadora: Velocidad de Transferencia de Calor del Condensador,Taux de transfert de chaleur du condenseur du refroidisseur,Refroidisseur : Taux de transfert de chaleur du condenseur,Y,Y
Chiller Condenser Inlet Temperature,Temperatura de Entrada del Condensador de la Enfriadora,Enfriadora: Temperatura Entrada Condensador,Température d&apos;entrée du condenseur du refroidisseur,Refroidisseur: Température d'entrée du condenseur,Y,Y
Chiller Condenser Mass Flow Rate,Caudal Másico del Condensador de la Enfriadora,Enfriadora: Flujo Másico del Condensador,Débit massique du condenseur du refroidisseur,Refroidisseur: Débit massique du condenseur,Y,Y
Chiller Condenser Outlet Temperature,Temperatura de Salida del Condensador de la Enfriadora,Enfriadora: Temperatura de Salida del Condensador,Température de sortie du condenseur du refroidisseur,Refroidisseur: Température de Sortie du Condenseur,Y,Y
Chiller Cycling Ratio,Relación de Ciclos de la Enfriadora,Enfriadora: Relación de Ciclaje,Rapport de cyclage du refroidisseur,Refroidisseur: Rapport de Cycle,Y,Y
Chiller EIR Part Load Modifier Multiplier,Multiplicador Modificador de Carga Parcial EIR de la Enfriadora,Enfriadora: Multiplicador del Modificador EIR de Carga Parcial,Multiplicateur du modificateur de charge partielle du EIR du refroidisseur,Refroidisseur: Multiplicateur du Modificateur EIR en Fonction de la Charge Partielle,Y,Y
Chiller EIR Temperature Modifier Multiplier,Multiplicador Modificador de Temperatura EIR de la Enfriadora,Enfriador: Multiplicador Modificador EIR Función Temperatura,Multiplicateur de modification de température du rendement énergétique du refroidisseur,Refroidisseur : Multiplicateur de Modification EIR en Fonction de la Température,Y,Y
Chiller Effective Heat Rejection Temperature,Temperatura Efectiva de Rechazo de Calor de la Enfriadora,Enfriadora: Temperatura Efectiva de Rechazo de Calor,Température efficace de rejet de chaleur du refroidisseur,Refroidisseur: Température Effective de Rejet de Chaleur,Y,Y
Chiller Electricity Energy,Energía Eléctrica de la Enfriadora,Enfriadora: Energía Eléctrica,Énergie électrique du refroidisseur,Refroidisseur: Énergie Électrique,Y,Y
Chiller Electricity Rate,Tasa de Electricidad de la Enfriadora,Enfriadora: Potencia Eléctrica,Tarif d&apos;électricité du refroidisseur,Refroidisseur: Puissance Électrique,Y,Y
Chiller Evaporative Condenser Mains Supply Water Volume,Volumen de Agua de Red del Condensador Evaporativo de la Enfriadora,Enfriadora: Volumen de Agua de Suministro Principal del Condensador Evaporativo,Volume d&apos;eau d&apos;apport principal du condenseur évaporatif du refroidisseur,Refroidisseur: Volume d'Eau d'Appoint du Condenseur à Refroidissement Évaporatif,Y,Y
Chiller Evaporative Condenser Water Volume,Volumen de Agua del Condensador Evaporativo de la Enfriadora,Enfriador: Volumen de Agua del Condensador Evaporativo,Volume d&apos;eau du condenseur évaporatif du refroidisseur,Refroidisseur: Volume d'eau du condenseur évaporatif,Y,Y
Chiller Evaporator Cooling Energy,Energía de Enfriamiento del Evaporador de la Enfriadora,Enfriador: Energía de Enfriamiento del Evaporador,Énergie de refroidissement de l&apos;évaporateur du refroidisseur,Refroidisseur: Énergie de Refroidissement de l'Évaporateur,Y,Y
Chiller Evaporator Cooling Rate,Tasa de Enfriamiento del Evaporador de la Enfriadora,Enfriador: Velocidad de Enfriamiento en el Evaporador,Taux de refroidissement de l&apos;évaporateur du refroidisseur,Refroidisseur: Débit de refroidissement à l'évaporateur,Y,Y
Chiller Evaporator Inlet Temperature,Temperatura de Entrada del Evaporador de la Enfriadora,Enfriadora: Temperatura en la Entrada del Evaporador,Température d&apos;entrée de l&apos;évaporateur du refroidisseur,Refroidisseur : Température d'Entrée de l'Évaporateur,Y,Y
Chiller Evaporator Mass Flow Rate,Caudal Másico del Evaporador de la Enfriadora,Enfriador: Flujo Másico del Evaporador,Débit massique de l&apos;évaporateur du refroidisseur,Refroidisseur: Débit massique de l'évaporateur,Y,Y
Chiller Evaporator Outlet Temperature,Temperatura de Salida del Evaporador de la Enfriadora,Enfriadora: Temperatura de Salida del Evaporador,Température de sortie de l&apos;évaporateur du refroidisseur,Refroidisseur : Température de Sortie de l'Évaporateur,Y,Y
Chiller False Load Heat Transfer Energy,Energía de Transferencia de Calor de Carga Falsa de la Enfriadora,Enfriadora: Energía de Transferencia de Calor por Carga Ficticia,Énergie de transfert de chaleur à faux charge du refroidisseur,Refroidisseur : Énergie de transfert de chaleur de charge fictive,Y,Y
Chiller False Load Heat Transfer Rate,Tasa de Transferencia de Calor de Carga Falsa de la Enfriadora,Enfriadora: Tasa de Transferencia de Calor de Carga Falsa,Débit de transfert thermique de charge fictive du refroidisseur,Refroidisseur: Débit de transfert de chaleur au faux régime,Y,Y
Chiller Heat Recovery Inlet Temperature,Temperatura de Entrada de Recuperación de Calor de la Enfriadora,Enfriadora: Temperatura de Entrada de Recuperación de Calor,Température d&apos;entrée de récupération de chaleur du refroidisseur,Refroidisseur: Température d'Entrée Récupération de Chaleur,Y,Y
Chiller Heat Recovery Mass Flow Rate,Caudal Másico de Recuperación de Calor de la Enfriadora,Enfriadora: Flujo Másico de Recuperación de Calor,Débit massique de récupération de chaleur du refroidisseur,Refroidisseur: Débit massique de récupération de chaleur,Y,Y
Chiller Heat Recovery Outlet Temperature,Temperatura de Salida de Recuperación de Calor de la Enfriadora,Enfriadora: Temperatura de Salida de Recuperación de Calor,Température de sortie de récupération de chaleur du refroidisseur,Refroidisseur : Température de Sortie de Récupération de Chaleur,Y,Y
Chiller Hot Water Mass Flow Rate,Caudal Másico de Agua Caliente de la Enfriadora,Enfriador: Caudal Másico de Agua Caliente,Débit massique d&apos;eau chaude du refroidisseur,Refroidisseur: Débit massique d'eau chaude,Y,Y
Chiller Part Load Ratio,Relación de Carga Parcial de la Enfriadora,Enfriadora: Relación de Carga Parcial,Ratio de charge partielle du refroidisseur,Refroidisseur : Rapport de Charge Partielle,Y,Y
Chiller Part-Load Ratio,Relación de Carga Parcial de la Enfriadora (2),Enfriador: Relación de Carga Parcial,Taux de Charge Partielle du Refroidisseur,Refroidisseur: Ratio de Charge Partielle,Y,Y
Chiller Source Hot Water Energy,Energía de Agua Caliente de Fuente de la Enfriadora,Enfriadora: Energía de Agua Caliente de Fuente,Énergie d&apos;eau chaude source du refroidisseur,Refroidisseur : Énergie de l'eau chaude source,Y,Y
Chiller Source Hot Water Rate,Tasa de Agua Caliente de Fuente de la Enfriadora,Enfriadora: Flujo de Agua Caliente de Fuente,Débit d&apos;eau chaude source du refroidisseur,Refroidisseur: Débit d'eau chaude source,Y,Y
Chiller Source Steam Energy,Energía de Vapor de Fuente de la Enfriadora,Enfriadora: Energía de Vapor de Fuente,Énergie de la vapeur source du refroidisseur,Refroidisseur : Énergie de la vapeur source,Y,Y
Chiller Source Steam Rate,Tasa de Vapor de Fuente de la Enfriadora,Enfriadora: Flujo de Vapor de Fuente,Débit de vapeur source du refroidisseur,Refroidisseur: Débit de vapeur source,Y,Y
Chiller Steam Heat Loss Rate,Tasa de Pérdida de Calor por Vapor de la Enfriadora,Enfriadora: Tasa de Pérdida de Calor por Vapor,Débit de perte de chaleur à la vapeur du refroidisseur,Refroidisseur: Débit de perte thermique vapeur,Y,Y
Chiller Steam Mass Flow Rate,Caudal Másico de Vapor de la Enfriadora,Enfriadora: Flujo Másico de Vapor,Débit massique de vapeur du refroidisseur,Refroidisseur: Débit Massique de Vapeur,Y,Y
Chiller Total Recovered Heat Energy,Energía Total de Calor Recuperado de la Enfriadora,Enfriadora: Energía Total de Calor Recuperado,Chiller Énergie Calorifique Totale Récupérée,Refroidisseur: Énergie Totale de Chaleur Récupérée,Y,Y
Chiller Total Recovered Heat Rate,Tasa Total de Calor Recuperado de la Enfriadora,Enfriadora: Tasa de Calor Total Recuperado,Taux total de chaleur récupérée du refroidisseur,Refroidisseur: Débit de chaleur récupérée totale,Y,Y
Cooling Coil Air Inlet Humidity Ratio,Relación de Humedad del Aire de Entrada del Serpentín de Enfriamiento,Serpentín de Enfriamiento: Relación de Humedad del Aire de Entrada,Ratio d&apos;humidité à l&apos;entrée de l&apos;air de la batterie de refroidissement,Serpentin de Refroidissement: Humidité Relative de l'Air Entrant,Y,Y
Cooling Coil Air Inlet Temperature,Temperatura del Aire de Entrada del Serpentín de Enfriamiento,Serpentín de Enfriamiento: Temperatura de Entrada de Aire,Température d&apos;entrée d&apos;air de la batterie de refroidissement,Serpentin de Refroidissement: Température de l'Air à l'Entrée,Y,Y
Cooling Coil Air Mass Flow Rate,Caudal Másico de Aire del Serpentín de Enfriamiento,Serpentín de Enfriamiento: Flujo Másico de Aire,Débit massique d&apos;air de la serpentine de refroidissement,Serpentin de Refroidissement : Débit Massique d'Air,Y,Y
Cooling Coil Air Outlet Humidity Ratio,Relación de Humedad del Aire de Salida del Serpentín de Enfriamiento,Serpentín de Enfriamiento: Relación de Humedad del Aire a la Salida,Taux d&apos;humidité à la sortie air de la batterie de refroidissement,Serpentin de Refroidissement: Humidité Spécifique de l'Air à la Sortie,Y,Y
Cooling Coil Air Outlet Temperature,Temperatura del Aire de Salida del Serpentín de Enfriamiento,Serpentín de Enfriamiento: Temperatura de Salida de Aire,Température de sortie d&apos;air de la batterie de refroidissement,Serpentin de Refroidissement : Température de Sortie d'Air,Y,Y
Cooling Coil Basin Heater Electricity Energy,Energía Eléctrica del Calefactor de Depósito del Serpentín de Enfriamiento,Bobina de Enfriamiento: Energía Eléctrica del Calentador de Sumidero,Énergie électrique du chauffage du bac du serpentin de refroidissement,Serpentin de Refroidissement: Énergie Électrique du Réchauffeur de Bac,Y,Y
Cooling Coil Basin Heater Electricity Rate,Tasa de Electricidad del Calefactor de Depósito del Serpentín de Enfriamiento,Bobina de Enfriamiento: Potencia Eléctrica del Calentador de Cuenca,Taux d&apos;électricité du réchauffeur de bassin de la batterie de refroidissement,Serpentin de Refroidissement: Puissance Électrique du Réchauffeur de Bac,Y,Y
