Context,English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
openstudio::DesignDayGridController,"Pressure
Wind
Precipitation","Presión
Viento
Precipitación","Presión
Viento
Precipitación","Pression
Vent
Précipitation","Pression
Vent
Précipitations",,Y
openstudio::DesignDayGridController,Solar,Solar,Solar,Solaire,Solaire,,
openstudio::DesignDayGridController,Temperature,Temperatura,Temperatura,Température,Température,,
openstudio::DesignDayGridView,All,Todos,Todos,Tous,Tous,,
openstudio::DesignDayGridView,ASHRAE Taub,Taub de ASHRAE,ASHRAE Taub,ASHRAE Taub,ASHRAE Taub,Y,
openstudio::DesignDayGridView,ASHRAE Taud,Taud de ASHRAE,ASHRAE Taud,ASHRAE Taud,Tau ASHRAE,Y,Y
openstudio::DesignDayGridView,Barometric Pressure,Presión Barométrica,Presión Barométrica,Pression atmosphérique,Pression barométrique,,Y
openstudio::DesignDayGridView,Beam Solar Day Schedule,Programa de Rayo del Dia Solar,Horario Solar Directo del Día de Diseño,Calendrier journalier du faisceau solaire (Beam),Horaire Solaire Direct de Jour de Conception,Y,Y
openstudio::DesignDayGridView,Daily Dry Bulb Temperature Range,Rango Diario de Temperatura de Bulbo Seco,Rango Diario de Temperatura de Bulbo Seco,Plage quotidienne de température sèche,Plage de température de bulbe sec journalière,,Y
openstudio::DesignDayGridView,Daily Wet Bulb Temperature Range,Rango de Temperatura Diario de Bulbo Húmedo,Rango Diario de Temperatura de Bulbo Húmedo,Plage quotidienne de température humide,Plage quotidienne de température à bulbe humide,Y,Y
openstudio::DesignDayGridView,Day Of Month,Dia del Mes,Día del Mes,Jour du Mois,Jour du mois,Y,Y
openstudio::DesignDayGridView,Day Type,Tipo de Dia,Tipo de Día,Type de jour,Type de jour,Y,
openstudio::DesignDayGridView,Daylight Saving Time Indicator,Indicador de Horario de Verano,Indicador de Horario de Verano,Indicateur d'heure d'été,Indicateur d'heure d'été,,
openstudio::DesignDayGridView,Design Day Name,Nombre del Dia de Diseño,Nombre del Día de Diseño,Jour de dimensionnement,Nom de la Journée de Conception,Y,Y
openstudio::DesignDayGridView,Design Days,Dias de Diseño,Días de Diseño,Jours de dimensionnement,Jours de dimensionnement,Y,
openstudio::DesignDayGridView,Diffuse Solar Day Schedule,Programa de Difusión del Dia Solar,Cronograma de Radiación Solar Difusa del Día de Diseño,Calendrier journalier du rayonnement diffuss (Beam),Calendrier de Rayonnement Solaire Diffus du Jour de Conception,Y,Y
openstudio::DesignDayGridView,"Drop
Zone","Suelta
aquí",Zona de depósito,"Zone de
dépôt",Zone de dépôt,Y,Y
openstudio::DesignDayGridView,Dry Bulb Temperature Range Modifier Schedule,Programa del Modificador del Rango de Temperatura de Bulbo Seco,Horario Modificador del Rango de Temperatura de Bulbo Seco,Calendrier modificateur de la plage quotidienne de température sèche,Calendrier de Modification de la Plage de Température Sèche,Y,Y
openstudio::DesignDayGridView,Dry Bulb Temperature Range Modifier Type,Tipo de Modificador del Rango de Temperatura de Bulbo Seco,Tipo de Modificador del Rango de Temperatura de Bulbo Seco,Type de modificateur de la plage quotidienne de température sèche,Type de Modificateur de Plage de Température à Thermomètre Sec,,Y
openstudio::DesignDayGridView,Humidity Indicating Conditions At Maximum Dry Bulb,Condiciones Indicadoras de Humedad para La Temperatura Máxima de Bulbo Seco,Condiciones de Humedad en la Temperatura de Bulbo Seco Máxima,Conditions de l'indicateur d'humidité au maximum de la température sèche,Conditions d'humidité à la température sèche maximale,Y,Y
openstudio::DesignDayGridView,Humidity Indicating Day Schedule,Programa Diario del Indicador de Humedad,Calendario de Día de Diseño Indicador de Humedad,Calendrier journalier d'indicateur d'humidité,Calendrier de jour de conception indiquant l'humidité,Y,Y
openstudio::DesignDayGridView,Humidity Indicating Type,Tipo de Indicador de Humedad,Tipo de Indicador de Humedad,Type d'indicateur d'humidité,Type d'indication d'humidité,,Y
openstudio::DesignDayGridView,Maximum Dry Bulb Temperature,Temperatura de Bulbo Seco Máxima,Temperatura de Bulbo Seco Máxima,Température sèche maximale,Température de bulbe sec maximale,,Y
openstudio::DesignDayGridView,Month,Mes,Mes,Mois,Mois,,
openstudio::DesignDayGridView,Rain Indicator,Indicador de Lluvia,Indicador de Lluvia,Indicateur de pluie,Indicateur de pluie,,
openstudio::DesignDayGridView,Sky Clearness,Claridad del Cielo,Claridad del Cielo,Clarté du ciel,Clarté du ciel,,
openstudio::DesignDayGridView,Snow Indicator,Indicador de Nieve,Indicador de Nieve,Indicateur de neige,Indicateur de Neige,,Y
openstudio::DesignDayGridView,Solar Model Indicator,Indicador del Modelo Solar,Indicador de Modelo Solar,Modèle solaire,Indicateur de modèle solaire,Y,Y
openstudio::DesignDayGridView,Wind Direction,Dirección de Viento,Dirección del Viento,Direction du vent,Direction du vent,Y,
openstudio::DesignDayGridView,Wind Speed,Velocidad de Viento,Velocidad del Viento,Vitesse du vent,Vitesse du vent,Y,
openstudio::EditController,Select a Measure to Apply,Seleccione una medida para aplicar,Seleccionar una Medida para Aplicar,Sélectionnez une mesure à appliquer,Sélectionner une Mesure à appliquer,Y,Y
openstudio::EditRubyMeasureView,Description,Descripción,Descripción,Description,Description,,
openstudio::EditRubyMeasureView,Inputs,Entradas,Entradas,Entrées,Entrées,,
openstudio::EditRubyMeasureView,Modeler Description,Descripción del modelador,Descripción del Modelador,Description du modélisateur,Description du modélisateur,Y,
openstudio::EditRubyMeasureView,Name,Nombre,Nombre,Nom,Nom,,
openstudio::EditorWebView,Changing unit system for existing floorplan is not currently supported.  Reload tab to change units.,Cambiar el sistema de unidades para un plano de planta existente no está actualmente soportado. Recargue la pestaña para cambiar las unidades.,Cambiar el sistema de unidades para un plano de planta existente no es compatible actualmente. Recargue la pestaña para cambiar unidades.,La modification du système d'unités pour un plan d'étage existant n'est pas actuellement supportée. Rechargez l'onglet pour changer les unités.,La modification du système d'unités pour un plan existant n'est pas actuellement prise en charge. Rechargez l'onglet pour changer les unités.,Y,Y
openstudio::EditorWebView,Debug,Depurar,Depuración,Débogage,Débogage,Y,
openstudio::EditorWebView,FloorspaceJS,FloorspaceJS,FloorspaceJS,FloorspaceJS,FloorspaceJS,,
openstudio::EditorWebView,gbXML,gbXML,gbXML,gbXML,gbXML,,
openstudio::EditorWebView,gbXML (*.xml *.gbxml),gbXML (*.xml *.gbxml),gbXML (*.xml *.gbxml),gbXML (*.xml *.gbxml),gbXML (*.xml *.gbxml),,
openstudio::EditorWebView,Geometry Preview,Vista Previa de Geometría,Previsualización de Geometría,Aperçu de la géométrie,Aperçu de la géométrie,Y,
openstudio::EditorWebView,Geometry Type,Tipo de Geometría,Tipo de Geometría,Type de géométrie,Type de géométrie,,
openstudio::EditorWebView,IDF,IDF,IDF,IDF,IDF,,
openstudio::EditorWebView,IDF (*.idf),IDF (*.idf),IDF (*.idf),IDF (*.idf),IDF (*.idf),,
openstudio::EditorWebView,Import,Importar,Importar,Importer,Importer,,
openstudio::EditorWebView,Merge with Current OSM,Combinar con OSM Actual,Combinar con OSM Actual,Fusionner avec l'OSM actuel,Fusionner avec l'OSM actuel,,
openstudio::EditorWebView,Merging Models,Combinando Modelos,Combinando Modelos,Fusion de modèles,Fusion des modèles,,Y
openstudio::EditorWebView,Models Merged,Modelos Combinados,Modelos Fusionados,Modèles fusionnés,Modèles fusionnés,Y,
openstudio::EditorWebView,New,Nuevo,Nuevo,Nouveau,Nouveau,,
openstudio::EditorWebView,Open File,Abrir Archivo,Abrir archivo,Ouvrir un fichier,Ouvrir un fichier,Y,
openstudio::EditorWebView,OSM,OSM,OSM,OSM,OSM,,
openstudio::EditorWebView,OSM (*.osm),OSM (*.osm),OSM (*.osm),OSM (*.osm),OSM (*.osm),,
openstudio::EditorWebView,Preview OSM,Vista Previa OSM,Vista previa de OSM,Aperçu OSM,Aperçu OSM,Y,
openstudio::EditorWebView,Refresh,Actualizar,Actualizar,Actualiser,Actualiser,,
openstudio::EditorWebView,Units Change,Cambio de Unidades,Cambio de Unidades,Changement d'unités,Changement d'unités,,
openstudio::EditorWebView,Unmerged Changes,Cambios sin Combinar,Cambios sin fusionar,Modifications non fusionnées,Modifications non fusionnées,Y,
openstudio::EditorWebView,Your geometry may include unmerged changes.  Merge with Current OSM now?  Choose Ignore to skip this message in the future.,Es posible que su geometría incluya cambios sin combinar. ¿Combinar con OSM Actual ahora? Elija Ignorar para omitir este mensaje en el futuro.,Su geometría puede incluir cambios sin fusionar. ¿Desea fusionar con el OSM actual ahora? Seleccione Ignorar para omitir este mensaje en el futuro.,Votre géométrie peut inclure des modifications non fusionnées. Fusionner avec l'OSM actuel maintenant ? Choisissez Ignorer pour ignorer ce message à l'avenir.,Votre géométrie peut contenir des modifications non fusionnées. Fusionner avec le modèle OSM actuel maintenant ? Choisissez Ignorer pour ignorer ce message à l'avenir.,Y,Y
openstudio::ElectricEquipmentDefinitionInspectorView,Design Level:,Nivel de diseño:,Nivel de Diseño:,Niveau de conception :,Niveau de conception :,Y,
openstudio::ElectricEquipmentDefinitionInspectorView,Fraction Latent:,Fracción latente:,Fracción Latente:,Fraction Latente :,Fraction Latente :,Y,
openstudio::ElectricEquipmentDefinitionInspectorView,Fraction Lost:,Fracción perdida:,Fracción Perdida:,Fraction perdue :,Fraction perdue :,Y,
openstudio::ElectricEquipmentDefinitionInspectorView,Fraction Radiant:,Fracción radiante:,Fracción Radiante:,Fraction Rayonnante :,Fraction Rayonnée :,Y,Y
openstudio::ElectricEquipmentDefinitionInspectorView,Name:,Nombre:,Nombre:,Nom :,Nom :,,
openstudio::ElectricEquipmentDefinitionInspectorView,Watts Per Person:,Vatios por persona:,Vatios Por Persona:,Watts Par Personne :,Watts par personne :,Y,Y
openstudio::ElectricEquipmentDefinitionInspectorView,Watts Per Space Floor Area:,Vatios por área de piso del espacio:,Vatios Por Área De Piso Del Espacio:,Watts Par Surface Au Sol De L'Espace:,Watts Par Mètre Carré De Plancher De L'Espace :,Y,Y
openstudio::ExternalToolsDialog,Change,Cambiar,Cambiar,Modifier,Modifier,,
openstudio::ExternalToolsDialog,Change External Tools,Cambiar herramientas externas,Cambiar Herramientas Externas,Modifier les outils externes,Modifier les outils externes,Y,
openstudio::ExternalToolsDialog,Path to DView,Ruta a DView,Ruta a DView,Chemin vers DView,Chemin vers DView,,
openstudio::ExternalToolsDialog,Select Path to,Seleccionar Ruta a,Seleccionar ruta a,Selectionner le chemin vers,Sélectionner le chemin vers,Y,Y
openstudio::FacilityExteriorEquipmentGridController,All,Todos,Todos,Tous,Tous,,
openstudio::FacilityExteriorEquipmentGridController,CAD Object ID,Id de Objeto CAD,ID de Objeto CAD,ID d'objet CAD,ID Objet CAD,Y,Y
openstudio::FacilityExteriorEquipmentGridController,Check to select all rows,Marcar para seleccionar todas las filas,Marcar para seleccionar todas las filas,Cocher pour sélectionner toutes les lignes,Cochez pour sélectionner toutes les lignes,,Y
openstudio::FacilityExteriorEquipmentGridController,Check to select this row,Marcar para seleccionar esta fila,Marque para seleccionar esta fila,Cocher pour sélectionner cette ligne,Cochez pour sélectionner cette ligne,Y,Y
openstudio::FacilityExteriorEquipmentGridController,Control Option,Opción de Control,Opción de Control,Option de commande,Option de contrôle,,Y
openstudio::FacilityExteriorEquipmentGridController,Display Name,Nombre de Visualización,Nombre para Mostrar,Nom d'affichage,Nom d'affichage,Y,
openstudio::FacilityExteriorEquipmentGridController,End Use Subcategory,Subcategoría de Uso Final,Subcategoría de Uso Final,Sous-catégorie d'utilisation finale,Sous-catégorie de fin d'utilisation,,Y
openstudio::FacilityExteriorEquipmentGridController,Exterior Fuel Equipment,Equipos de Combustible Exterior,Equipo de Combustible Exterior,Équipements de Combustible Extérieurs,Équipement Combustible Extérieur,Y,Y
openstudio::FacilityExteriorEquipmentGridController,Exterior Fuel Equipment Definition,Definición de Equipo de Combustible Exterior,Definición de Equipo Combustible Exterior,Définition d'équipement de carburant extérieur,Définition d'équipement de combustible extérieur,Y,Y
openstudio::FacilityExteriorEquipmentGridController,Exterior Lights,Luminarias Exteriores,Luces Exteriores,Éclairage extérieur,Éclairage Extérieur,Y,Y
openstudio::FacilityExteriorEquipmentGridController,Exterior Lights Definition,Definición de Luminarias Exteriores,Definición de Iluminación Exterior,Définition de l'éclairage extérieur,Définition d'éclairage extérieur,Y,Y
openstudio::FacilityExteriorEquipmentGridController,Exterior Water Equipment,Equipos de Agua Exterior,Equipo de Agua Exterior,Équipement Hydraulique Extérieur,Équipement hydrique extérieur,Y,Y
openstudio::FacilityExteriorEquipmentGridController,Exterior Water Equipment Definition,Definición de Equipo de Agua Exterior,Definición de Equipo de Agua Exterior,Définition de l'équipement hydraulique extérieur,Définition d'équipement d'eau extérieure,,Y
openstudio::FacilityExteriorEquipmentGridController,Fuel Type,Tipo de Combustible,Tipo de Combustible,Type de combustible,Type de combustible,,
openstudio::FacilityExteriorEquipmentGridController,Multiplier,Multiplicador,Multiplicador,Multiplicateur,Multiplicateur,,
openstudio::FacilityExteriorEquipmentGridController,Name,Nombre,Nombre,Nom,Nom,,
openstudio::FacilityExteriorEquipmentGridController,Schedule,Horario,Horario,Calendrier,Planning,,Y
openstudio::FacilityExteriorEquipmentGridView,"Drop
Exterior Equipment","Soltar
Equipos Exteriores","Soltar
Equipos Exteriores","Déposer
Équipement extérieur","Déposer
Équipement Extérieur",,Y
openstudio::FacilityExteriorEquipmentGridView,Exterior Equipment,Equipos Exteriores,Equipo Exterior,Équipements extérieurs,Équipements Extérieurs,Y,Y
openstudio::FacilityShadingGridController,All,Todos,Todos,Tous,Tous,,
openstudio::FacilityShadingGridController,CAD Object ID,Id de Objeto CAD,ID de Objeto CAD,ID d'objet CAO,ID Objet CAD,Y,Y
openstudio::FacilityShadingGridController,Check to select all rows,Marcar para seleccionar todas las filas,Marcar para seleccionar todas las filas,Cocher pour sélectionner toutes les lignes,Cochez pour sélectionner toutes les lignes,,Y
openstudio::FacilityShadingGridController,Check to select this row,Marcar para seleccionar esta fila,Marque para seleccionar esta fila,Cocher pour sélectionner cette ligne,Cochez pour sélectionner cette ligne,Y,Y
openstudio::FacilityShadingGridController,Construction Name,Nombre de Construcción,Nombre de la Construcción,Nom de la construction,Nom de la construction,Y,
openstudio::FacilityShadingGridController,Degrees Orientation <,Grados de Orientación <,Grados de Orientación,Orientation en degrés <,Orientation en degrés <,Y,
openstudio::FacilityShadingGridController,Degrees Orientation >,Grados de Orientación >,Orientación en Grados >,Degrés Orientation >,Orientation en Degrés >,Y,Y
openstudio::FacilityShadingGridController,Degrees Tilt <,Grados de Inclinación <,Grados de Inclinación <,Degrés d'inclinaison <,Degrés d'inclinaison <,,
openstudio::FacilityShadingGridController,Degrees Tilt >,Grados de Inclinación >,Grados de Inclinación >,Degrés d'inclinaison >,Degrés d'inclinaison >,,
