English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Auxiliary Electric Power,Nombre de Lista del Gestor de Disponibilidad,Potencia Eléctrica Auxiliar,Puissance électrique auxiliaire,Puissance Électrique Auxiliaire,Y,Y
Auxiliary Heater Name,Nombre del Gestor de Disponibilidad,Nombre del Calefactor Auxiliar,Nom du Chauffage Auxiliaire,Nom du chauffage auxiliaire,Y,Y
Auxiliary Inlet Node Name,Programa de Disponibilidad,Nombre del Nodo de Entrada Auxiliar,Nom du nœud d'entrée auxiliaire,Nom du nœud d'entrée auxiliaire,Y,
Auxiliary Off-Cycle Electric Power,Amplitud Promedio de la Temperatura de Superficie,Potencia Eléctrica Auxiliar en Ciclo Desactivado,Puissance électrique auxiliaire hors cycle,Puissance Électrique Auxiliaire en Arrêt,Y,Y
Auxiliary On-Cycle Electric Power,Profundidad Media,Potencia Eléctrica Auxiliar en Ciclo Activo,Puissance Électrique Auxiliaire en Cycle Actif,Puissance électrique auxiliaire en cycle actif,Y,Y
Auxiliary Outlet Node Name,Inventario de Carga Promedio de Refrigerante,Nombre del Nodo de Salida Auxiliar,Nom du Nœud de Sortie Auxiliaire,Nom du Nœud de Sortie Auxiliaire,Y,
Availability Manager List Name,Temperatura Promedio de la Superficie del Suelo,Nombre de la Lista de Gestores de Disponibilidad,Nom de la liste du gestionnaire de disponibilité,Nom de la Liste des Gestionnaires de Disponibilité,Y,Y
Availability Manager Name,Ángulo de Acimut,Nombre del Gestor de Disponibilidad,Nom du gestionnaire de disponibilité,Nom du gestionnaire de disponibilité,Y,
Availability Schedule,Ángulo de Acimut del Eje Longitudinal del Edificio,Programación de Disponibilidad,Calendrier de Disponibilité,Calendrier de Disponibilité,Y,
Availability Schedule Name,Nombre del Horario de Disponibilidad,Nombre de Calendario de Disponibilidad,Nom de l'horaire de disponibilité,Nom de l'Emploi du Temps de Disponibilité,Y,Y
Average Amplitude of Surface Temperature,Reflectancia Trasera,Amplitud Promedio de Temperatura Superficial,Amplitude Moyenne de la Température de Surface,Amplitude moyenne de la température de surface,Y,Y
Average Depth,Emitancia Infrarroja Hemisférica del Lado Posterior,Profundidad Promedio,Profondeur Moyenne,Profondeur moyenne,Y,Y
Average Refrigerant Charge Inventory,Reflectancia Solar de la Radiación Directa del Lado Posterior de la Lámina,Inventario Promedio de Carga de Refrigerante,Inventaire moyen de charge de réfrigérant,Inventaire moyen de charge en frigorigène,Y,Y
Average Soil Surface Temperature,Reflectancia Visible del Haz de las Lamas del Lado Posterior,Temperatura Promedio de la Superficie del Suelo,Température Moyenne de la Surface du Sol,Température Moyenne de Surface du Sol,Y,Y
Azimuth Angle,Reflectancia Solar Difusa del Lado Posterior de la Lama,Ángulo Acimut,Angle d'azimut,Angle d'azimut,Y,
Azimuth Angle of Long Axis of Building,Reflectancia Visible Difusa del Lado Posterior de la Laminilla,Ángulo de Acimut del Eje Longitudinal del Edificio,Angle d'azimut du grand axe du bâtiment,Angle d'azimut du grand axe du bâtiment,Y,
Back Reflectance,Emitancia Infrarroja Hemisférica del Lado Posterior de la Lámina,Reflectancia Posterior,Réflectance arrière,Réflectance arrière,Y,
Back Side Infrared Hemispherical Emissivity,Reflectancia Solar en el Lado Posterior a Incidencia Normal,Emisividad Hemisférica Infrarroja del Lado Posterior,Émissivité Hémisphérique Infrarouge du Côté Arrière,Émissivité hémisphérique infrarouge côté arrière,Y,Y
Back Side Slat Beam Solar Reflectance,Reflectancia Visible del Lado Posterior a Incidencia Normal,Reflectancia Solar Especular Posterior de la Lama,Réflectance solaire du faisceau du côté arrière de la lame,Réflectance solaire directe du côté arrière de la lame,Y,Y
Back Side Slat Beam Visible Reflectance,Producto de Transmitancia-Absortancia Normal del Material de Respaldo,Reflectancia Visible de Haz en la Cara Posterior de la Lama,Réflectance visible du faisceau du côté arrière de la lame,Réflectance visible du rayonnement direct des lames — côté arrière,Y,Y
Back Side Slat Diffuse Solar Reflectance,Nombre del Programa de Fracción de Aire Extraído Equilibrado,Reflectancia Solar Difusa del Lado Posterior de la Lama,Réflectance solaire diffuse du côté arrière des lames,Réflectance Solaire Diffuse du Revers de la Lame,Y,Y
Back Side Slat Diffuse Visible Reflectance,Presión Barométrica,Reflectancia Visible Difusa del Lado Posterior de la Lámina,Réflectance Diffuse Visible du Côté Arrière des Lames,Réflectance Diffuse Visible de la Face Arrière de la Lame,Y,Y
Back Side Slat Infrared Hemispherical Emissivity,Mes de Fecha Base,Emisividad Hemisférica Infrarroja del Lado Posterior de la Lama,Émissivité hémisphérique infrarouge du côté arrière de la lame,Émissivité hémisphérique infrarouge du revers de la lame,Y,Y
Back Side Solar Reflectance at Normal Incidence,Año Base de Referencia,Reflectancia Solar en el Dorso a Incidencia Normal,Réflectance solaire de la face arrière à incidence normale,Réflectance solaire côté arrière à incidence normale,Y,Y
Back Side Visible Reflectance at Normal Incidence,Modo de Operación Base,Reflectancia Visible en el Lado Posterior a Incidencia Normal,Réflectance visible du côté arrière à incidence normale,Réflectance visible de la face arrière à incidence normale,Y,Y
Backing Material Normal Transmittance-Absorptance Product,Variable Fuente de Línea Base,Producto Transmitancia-Absortancia Normal del Material de Respaldo,Produit Transmittance-Absorptance Normal du Matériau de Support,Produit Transmittance-Absorptance Normal du Matériau de Support,Y,
Balanced Exhaust Fraction Schedule Name,Programa de Disponibilidad del Calentador de Cuenca,Nombre de Calendario de Fracción de Aire de Escape Equilibrado,Nom de l'horaire de fraction d'extraction équilibrée,Nom du calendrier de fraction d'air d'échappement équilibré,Y,Y
Barometric Pressure,Programa de Operación del Calentador de Cuenca,Presión Barométrica,Pression atmosphérique,Pression Barométrique,Y,Y
Base Date Month,Resistencia Eléctrica Interna de la Celda de Batería,Mes de Fecha Base,Mois de la Date de Base,Mois de la date de base,Y,Y
Base Date Year,Masa de la Batería,Año de fecha base,Année de base,Année de base,Y,
Base Operating Mode,Capacidad Térmica Específica de la Batería,Modo de Operación Base,Mode de fonctionnement de base,Mode de fonctionnement de base,Y,
Baseline Source Variable,Área de Superficie de la Batería,Variable de Fuente de Referencia,Variable Source de Référence,Source Variable de Référence,Y,Y
Basin Heater Availability Schedule,Nombre de la Curva del Factor de Modificación del Flujo de Aire de la Capacidad de Enfriamiento del Emparrillado,Horario de Disponibilidad del Calentador de Bandeja,Calendrier de disponibilité du radiateur de bassin,Calendrier de disponibilité du réchauffeur de bassin,Y,Y
Basin Heater Capacity,Capacidad del Calentador de la Bandeja,Capacidad del Calentador de Cuenca,Capacité du radiateur de bassin,Capacité du Réchauffeur de Bassin,Y,Y
Basin Heater Operating Schedule,Nombre de la Curva del Factor de Modificación del Flujo de Agua Enfriada para la Capacidad de Enfriamiento de Vigas,Horario de Funcionamiento del Calentador de Depósito,Calendrier de fonctionnement du réchauffeur de bassin,Calendrier de fonctionnement du radiateur de bassin,Y,Y
Basin Heater Operating Schedule Name,Nombre del Horario de Operación del Calentador de la Bandeja,Nombre de la Programación de Operación del Calentador de Cuenca,Nom de l'horaire d'exploitation du réchauffeur de bassin,Nom de l'Emploi du Temps de Fonctionnement du Réchauffeur de Bassin,Y,Y
Basin Heater Setpoint Temperature,Temperatura de Ajuste del Calentador de la Bandeja,Temperatura de Consigna del Calentador de Cuenca,Température de consigne du réchauffeur de bac,Température de Consigne du Réchauffeur de Bassin,Y,Y
Battery Cell Internal Electrical Resistance,Nombre de la Curva del Factor de Modificación de la Diferencia de Temperatura de la Capacidad de Enfriamiento del Haz,Resistencia Eléctrica Interna de la Célula de Batería,Résistance électrique interne de la cellule de batterie,Résistance électrique interne de la cellule de batterie,Y,
Battery Mass,Nombre de Curva del Factor de Modificación del Flujo de Aire de la Capacidad de Calefacción por Radiación,Masa de la Batería,Masse de la batterie,Masse de la batterie,Y,
Battery Specific Heat Capacity,Nombre de la Curva del Factor de Modificación del Flujo de Agua Caliente de la Capacidad de Calefacción por Radiación,Capacidad Calorífica Específica de la Batería,Capacité thermique massique de la batterie,Capacité thermique massique de la batterie,Y,
Battery Surface Area,Nombre de la Curva del Factor de Modificación de la Diferencia de Temperatura de la Capacidad de Calefacción de la Viga,Área de Superficie de la Batería,Aire de surface de la batterie,Surface de la batterie,Y,Y
Beam Cooling Capacity Air Flow Modification Factor Curve Name,Longitud de Viga,Nombre de Curva del Factor de Modificación del Caudal de Aire en la Capacidad de Enfriamiento del Haz,Nom de la Courbe du Facteur de Modification du Débit d'Air de la Capacité de Refroidissement par Poutres,Nom de la courbe du facteur de modification du débit d'air de la capacité de refroidissement du convecteur,Y,Y
Beam Cooling Capacity Chilled Water Flow Modification Factor Curve Name,Caudal Volumétrico de Agua Helada Nominal por Longitud de Viga,Nombre de Curva del Factor de Modificación del Flujo de Agua Fría para la Capacidad de Enfriamiento del Haz,Nom de la courbe du facteur de modification du débit d'eau glacée pour la capacité de refroidissement par rayonnement,Nom de la courbe de facteur de modification de la capacité de refroidissement du faisceau en fonction du débit d'eau glacée,Y,Y
Beam Cooling Capacity Temperature Difference Modification Factor Curve Name,Capacidad de Enfriamiento Nominal por Longitud de Viga,Nombre de Curva del Factor de Modificación de Diferencia de Temperatura de Capacidad de Enfriamiento del Viga,Nom de la courbe de facteur de modification de la différence de température de la capacité de refroidissement du faisceau,Nom de la courbe de facteur de modification de la différence de température de la capacité de refroidissement du poutre,Y,Y
Beam Heating Capacity Air Flow Modification Factor Curve Name,Diferencia de Temperatura de Agua Enfriada del Aire de la Sala Clasificada del Haz,Nombre de la Curva del Factor de Modificación del Flujo de Aire para la Capacidad de Calefacción del Radiador,Nom de la courbe de facteur de modification du débit d'air de la capacité de chauffage par rayonnement,Nom de la courbe du facteur de modification de la capacité de chauffage du poutre en fonction du débit d'air primaire,Y,Y
Beam Heating Capacity Hot Water Flow Modification Factor Curve Name,Capacidad Nominal de Calefacción por Longitud de Viga,Nombre de la Curva de Factor de Modificación del Flujo de Agua Caliente de la Capacidad de Calefacción de la Viga,Nom de la courbe de facteur de modification du débit d'eau chaude pour la capacité de chauffage du faisceau,Nom de la courbe de facteur de modification de capacité de chauffage du faisceau en fonction du débit d'eau chaude,Y,Y
Beam Heating Capacity Temperature Difference Modification Factor Curve Name,Diferencia de Temperatura del Agua Caliente del Aire de la Sala Clasificada de Calefacción por Haz,Nombre de la Curva del Factor de Modificación de la Diferencia de Temperatura de la Capacidad Térmica del Haz,Nom de la courbe de modification du facteur de différence de température de la capacité de chauffage par rayonnement,Nom de la courbe de facteur de modification de la capacité calorifique du convecteur en fonction de l'écart de température,Y,Y
Beam Length,Caudal Volumétrico de Agua Caliente Nominal por Longitud de Viga,Longitud de la Viga,Longueur de la poutre,Longueur de la poutre,Y,
Beam Rated Chilled Water Volume Flow Rate per Beam Length,Nombre de Horario Solar Directo Diario,Caudal Nominal de Agua Enfriada por Unidad de Longitud del Rayo,Débit volumique d'eau glacée nominale par unité de longueur de poutre,Débit volumique d'eau glacée par unité de longueur de poutre nominale,Y,Y
Beam Rated Cooling Capacity per Beam Length,Día de Inicio del Mes,Capacidad de Enfriamiento Nominal por Longitud de Viga,Capacité de refroidissement nominale du poutrage par unité de longueur,Capacité nominale de refroidissement par unité de longueur de poutre,Y,Y
Beam Rated Cooling Room Air Chilled Water Temperature Difference,Modo de Reinicio de Ambiente,Diferencia de Temperatura del Agua Refrigerada de la Sala de Enfriamiento Clasificada del Haz,Différence de Température d'Eau Refroidie de la Pièce Notée pour le Refroidissement par Poutre,Différence de Température de l'Eau Refroidie de la Salle pour le Refroidissement Nominal du Rayonnement,Y,Y
Beam Rated Heating Capacity per Beam Length,Mes de Inicio,Capacidad de Calefacción Clasificada por Unidad de Longitud del Rayo,Capacité de chauffage nominale par mètre linéaire de poutre,Capacité de chauffage nominale du rayonnement par unité de longueur,Y,Y
Beam Rated Heating Room Air Hot Water Temperature Difference,Transición de Torque Fraccional de Correa,Diferencia de Temperatura del Agua Caliente de la Habitación Clasificada en Calefacción Radiante,Différence de température de l'eau chaude de la pièce à air chaud du faisceau nominal,Différence de Température d'Eau Chaude Nominale du Rayonnement pour Chauffage de l'Air Ambiant,Y,Y
Beam Rated Hot Water Volume Flow Rate per Beam Length,Torque Máximo de la Correa,Caudal Volumétrico de Agua Caliente Nominal por Longitud de Viga,Débit volumique d'eau chaude nominal par unité de longueur de poutre,Débit volumique d'eau chaude nominal par unité de longueur du rayonnement,Y,Y
Beam Solar Day Schedule Name,Factor de Dimensionamiento de Correa,Nombre de Horario Diario de Radiación Solar Directa,Nom de l'horaire journalier du rayonnement solaire direct,Nom de la planification journalière du rayonnement solaire direct,Y,Y
Begin Day of Month,Día de Inicio del Período de Facturación del Mes,Día de Inicio del Mes,Jour de début du mois,Jour de Début du Mois,Y,Y
Begin Environment Reset Mode,Mes de Inicio del Período de Facturación,Modo de Reinicio de Entorno Inicial,Mode Réinitialisation Environnement Début,Mode de réinitialisation au début de l'environnement,Y,Y
Begin Month,Año de Inicio del Período de Facturación,Mes Inicial,Mois de début,Mois de début,Y,
Belt Fractional Torque Transition,Consumo del Período de Facturación,Transición de Torque Fraccionario de Correa,Transition de Couple Fractionnel de Courroie,Point de transition de couple fractionnaire de courroie,Y,Y
Belt Maximum Torque,Demanda Máxima del Período de Facturación,Torque Máximo de la Correa,Couple Maximal de la Courroie,Couple maximal de la courroie,Y,Y
Belt Sizing Factor,Costo Total del Período de Facturación,Factor de Dimensionamiento de Correa,Facteur de dimensionnement de la courroie,Facteur de dimensionnement de la courroie,Y,
Billing Period Begin Day of Month,Área de Cuerda de Pala,Día de Inicio del Período de Facturación del Mes,Jour de début de la période de facturation du mois,Jour de début de la période de facturation du mois,Y,
Billing Period Begin Month,Coeficiente de Arrastre de la Pala,Mes de Inicio del Período de Facturación,Mois de début de la période de facturation,Mois de Début de la Période de Facturation,Y,Y
Billing Period Begin Year,Coeficiente de Sustentación de la Pala,Año de Inicio del Período de Facturación,Année de début de la période de facturation,Année de début de la période de facturation,Y,
